timestamp,groundedness,relevance,faithfulness,uses_sources_rate,count,total_ms
2025-12-28 21:38:44,0.0,0.0,0.0,0.0,1,2006.6571235656736
2025-12-28 21:38:51,0.0,0.0,0.0,0.0,1,2006.744623184204
2025-12-28 21:39:00,0.0,0.0,0.0,0.0,1,2005.7904720306396
